ADDRESS,ORGANISATION,AddressLine2,AddressLine3,AddressLine4,LOCALITY_NAME,TOWN_NAME,POSTCODE,UPRN,CLASSIFICATION,TERTIARY_CLASS_DESC,LPI_LOGICAL_STATUS,BLPU_LOGICAL_STATUS,BLPU_STATE_STRING,NON_POSTAL
"22H Fleming Gardens North, DUNDEE, DD3 7LP",,,,22H Fleming Gardens North,,DUNDEE,DD3 7LP,9059046307,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"22G Fleming Gardens North, DUNDEE, DD3 7LP",,,,22G Fleming Gardens North,,DUNDEE,DD3 7LP,9059046304,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"22C Fleming Gardens North, DUNDEE, DD3 7LP",,,,22C Fleming Gardens North,,DUNDEE,DD3 7LP,9059046291,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"22D Fleming Gardens North, DUNDEE, DD3 7LP",,,,22D Fleming Gardens North,,DUNDEE,DD3 7LP,9059046292,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"22E Fleming Gardens North, DUNDEE, DD3 7LP",,,,22E Fleming Gardens North,,DUNDEE,DD3 7LP,9059046293,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"24B Fleming Gardens North, DUNDEE, DD3 7LP",,,,24B Fleming Gardens North,,DUNDEE,DD3 7LP,9059046296,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"24C Fleming Gardens North, DUNDEE, DD3 7LP",,,,24C Fleming Gardens North,,DUNDEE,DD3 7LP,9059046297,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"26A Fleming Gardens North, DUNDEE, DD3 7LP",,,,26A Fleming Gardens North,,DUNDEE,DD3 7LP,9059025394,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"26D Fleming Gardens North, DUNDEE, DD3 7LP",,,,26D Fleming Gardens North,,DUNDEE,DD3 7LP,9059046281,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"26B Fleming Gardens North, DUNDEE, DD3 7LP",,,,26B Fleming Gardens North,,DUNDEE,DD3 7LP,9059046289,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"26C Fleming Gardens North, DUNDEE, DD3 7LP",,,,26C Fleming Gardens North,,DUNDEE,DD3 7LP,9059046290,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"28A Fleming Gardens North, DUNDEE, DD3 7LP",,,,28A Fleming Gardens North,,DUNDEE,DD3 7LP,9059066704,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"28B Fleming Gardens North, DUNDEE, DD3 7LP",,,,28B Fleming Gardens North,,DUNDEE,DD3 7LP,9059046277,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"28C Fleming Gardens North, DUNDEE, DD3 7LP",,,,28C Fleming Gardens North,,DUNDEE,DD3 7LP,9059046287,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76G Clepington Road, DUNDEE, DD3 7SW",,,,76G Clepington Road,,DUNDEE,DD3 7SW,9059085581,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 157 Clepington Road, DUNDEE, DD3 7SN",, G/1,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085306,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 157 Clepington Road, DUNDEE, DD3 7SN",, G/2,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085516,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 157 Clepington Road, DUNDEE, DD3 7SN",, 3/1,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085521,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76E Clepington Road, DUNDEE, DD3 7SW",,,,76E Clepington Road,,DUNDEE,DD3 7SW,9059085579,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76F Clepington Road, DUNDEE, DD3 7SW",,,,76F Clepington Road,,DUNDEE,DD3 7SW,9059085580,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76H Clepington Road, DUNDEE, DD3 7SW",,,,76H Clepington Road,,DUNDEE,DD3 7SW,9059085582,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76B Clepington Road, DUNDEE, DD3 7SW",,,,76B Clepington Road,,DUNDEE,DD3 7SW,9059085583,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76C Clepington Road, DUNDEE, DD3 7SW",,,,76C Clepington Road,,DUNDEE,DD3 7SW,9059085584,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76D Clepington Road, DUNDEE, DD3 7SW",,,,76D Clepington Road,,DUNDEE,DD3 7SW,9059085585,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78A Clepington Road, DUNDEE, DD3 7SW",,,,78A Clepington Road,,DUNDEE,DD3 7SW,9059085116,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78E Clepington Road, DUNDEE, DD3 7SW",,,,78E Clepington Road,,DUNDEE,DD3 7SW,9059085117,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78F Clepington Road, DUNDEE, DD3 7SW",,,,78F Clepington Road,,DUNDEE,DD3 7SW,9059085118,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78G Clepington Road, DUNDEE, DD3 7SW",,,,78G Clepington Road,,DUNDEE,DD3 7SW,9059085119,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78H Clepington Road, DUNDEE, DD3 7SW",,,,78H Clepington Road,,DUNDEE,DD3 7SW,9059085120,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78B Clepington Road, DUNDEE, DD3 7SW",,,,78B Clepington Road,,DUNDEE,DD3 7SW,9059085121,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78C Clepington Road, DUNDEE, DD3 7SW",,,,78C Clepington Road,,DUNDEE,DD3 7SW,9059085122,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"78D Clepington Road, DUNDEE, DD3 7SW",,,,78D Clepington Road,,DUNDEE,DD3 7SW,9059085123,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"76A Clepington Road, DUNDEE, DD3 7SW",,,,76A Clepington Road,,DUNDEE,DD3 7SW,9059085574,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"12 Cardross Street, DUNDEE, DD4 9AA",,,,12 Cardross Street,,DUNDEE,DD4 9AA,9059089079,R,Residential - Dwellings - Semi-detached House,Approved preferred,Approved,Constructed,Postal
"14 Cardross Street, DUNDEE, DD4 9AA",,,,14 Cardross Street,,DUNDEE,DD4 9AA,9059089080,R,Residential - Dwellings - Semi-detached House,Approved preferred,Approved,Constructed,Postal
"25 Graham Terrace, DUNDEE, DD4 9XB",,,,25 Graham Terrace,,DUNDEE,DD4 9XB,9059049268,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"3B Corbie Wood, DUNDEE, DD4 9RQ",,,,3B Corbie Wood,,DUNDEE,DD4 9RQ,9059102151,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"29 Woodside Terrace, DUNDEE, DD4 9AR",,,,29 Woodside Terrace,,DUNDEE,DD4 9AR,9059070263,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"31 Woodside Terrace, DUNDEE, DD4 9AR",,,,31 Woodside Terrace,,DUNDEE,DD4 9AR,9059070266,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"28D Fleming Gardens North, DUNDEE, DD3 7LP",,,,28D Fleming Gardens North,,DUNDEE,DD3 7LP,9059046288,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"82E Clepington Road, DUNDEE, DD3 7SW",,,,82E Clepington Road,,DUNDEE,DD3 7SW,9059085428,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"82F Clepington Road, DUNDEE, DD3 7SW",,,,82F Clepington Road,,DUNDEE,DD3 7SW,9059085429,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"82B Clepington Road, DUNDEE, DD3 7SW",,,,82B Clepington Road,,DUNDEE,DD3 7SW,9059085430,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"82C Clepington Road, DUNDEE, DD3 7SW",,,,82C Clepington Road,,DUNDEE,DD3 7SW,9059085431,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"82D Clepington Road, DUNDEE, DD3 7SW",,,,82D Clepington Road,,DUNDEE,DD3 7SW,9059085432,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"80A Clepington Road, DUNDEE, DD3 7SW",,,,80A Clepington Road,,DUNDEE,DD3 7SW,9059085350,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"80E Clepington Road, DUNDEE, DD3 7SW",,,,80E Clepington Road,,DUNDEE,DD3 7SW,9059085351,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"80F Clepington Road, DUNDEE, DD3 7SW",,,,80F Clepington Road,,DUNDEE,DD3 7SW,9059085352,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"80B Clepington Road, DUNDEE, DD3 7SW",,,,80B Clepington Road,,DUNDEE,DD3 7SW,9059085353,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"80C Clepington Road, DUNDEE, DD3 7SW",,,,80C Clepington Road,,DUNDEE,DD3 7SW,9059085354,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"80D Clepington Road, DUNDEE, DD3 7SW",,,,80D Clepington Road,,DUNDEE,DD3 7SW,9059085355,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"82A Clepington Road, DUNDEE, DD3 7SW",,,,82A Clepington Road,,DUNDEE,DD3 7SW,9059085426,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"84A Clepington Road, DUNDEE, DD3 7SW",,,,84A Clepington Road,,DUNDEE,DD3 7SW,9059085277,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"84B Clepington Road, DUNDEE, DD3 7SW",,,,84B Clepington Road,,DUNDEE,DD3 7SW,9059085278,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/L, 165 Clepington Road, DUNDEE, DD3 7SN",, 1/L,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002219,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"181F Clepington Road, DUNDEE, DD3 7SN",,,,181F Clepington Road,,DUNDEE,DD3 7SN,9059085010,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"181D Clepington Road, DUNDEE, DD3 7SN",,,,181D Clepington Road,,DUNDEE,DD3 7SN,9059085016,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179A Clepington Road, DUNDEE, DD3 7SN",,,,179A Clepington Road,,DUNDEE,DD3 7SN,9059085020,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179G Clepington Road, DUNDEE, DD3 7SN",,,,179G Clepington Road,,DUNDEE,DD3 7SN,9059085026,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179C Clepington Road, DUNDEE, DD3 7SN",,,,179C Clepington Road,,DUNDEE,DD3 7SN,9059085028,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179E Clepington Road, DUNDEE, DD3 7SN",,,,179E Clepington Road,,DUNDEE,DD3 7SN,9059085030,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179B Clepington Road, DUNDEE, DD3 7SN",,,,179B Clepington Road,,DUNDEE,DD3 7SN,9059085021,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179H Clepington Road, DUNDEE, DD3 7SN",,,,179H Clepington Road,,DUNDEE,DD3 7SN,9059085027,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179D Clepington Road, DUNDEE, DD3 7SN",,,,179D Clepington Road,,DUNDEE,DD3 7SN,9059085029,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"179F Clepington Road, DUNDEE, DD3 7SN",,,,179F Clepington Road,,DUNDEE,DD3 7SN,9059085031,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"177G Clepington Road, DUNDEE, DD3 7SN",,,,177G Clepington Road,,DUNDEE,DD3 7SN,9059085017,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"177C Clepington Road, DUNDEE, DD3 7SN",,,,177C Clepington Road,,DUNDEE,DD3 7SN,9059085022,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"177E Clepington Road, DUNDEE, DD3 7SN",,,,177E Clepington Road,,DUNDEE,DD3 7SN,9059085024,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"177A Clepington Road, DUNDEE, DD3 7SN",,,,177A Clepington Road,,DUNDEE,DD3 7SN,9059085012,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/L, 165 Clepington Road, DUNDEE, DD3 7SN",, G/L,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002447,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/R, 165 Clepington Road, DUNDEE, DD3 7SN",, G/R,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002210,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/R, 165 Clepington Road, DUNDEE, DD3 7SN",, 1/R,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002230,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/L, 165 Clepington Road, DUNDEE, DD3 7SN",, 2/L,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002240,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/R, 165 Clepington Road, DUNDEE, DD3 7SN",, 2/R,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002187,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/L, 165 Clepington Road, DUNDEE, DD3 7SN",, 3/L,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002191,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/R, 165 Clepington Road, DUNDEE, DD3 7SN",, 3/R,,165 Clepington Road,,DUNDEE,DD3 7SN,9059002198,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"24A Fleming Gardens North, DUNDEE, DD3 7LP",,,,24A Fleming Gardens North,,DUNDEE,DD3 7LP,9059025391,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"22F Fleming Gardens North, DUNDEE, DD3 7LP",,,,22F Fleming Gardens North,,DUNDEE,DD3 7LP,9059046295,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"24D Fleming Gardens North, DUNDEE, DD3 7LP",,,,24D Fleming Gardens North,,DUNDEE,DD3 7LP,9059046298,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"86B Clepington Road, DUNDEE, DD3 7SW",,,,86B Clepington Road,,DUNDEE,DD3 7SW,9059085218,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"86C Clepington Road, DUNDEE, DD3 7SW",,,,86C Clepington Road,,DUNDEE,DD3 7SW,9059085219,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"86D Clepington Road, DUNDEE, DD3 7SW",,,,86D Clepington Road,,DUNDEE,DD3 7SW,9059085220,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"84C Clepington Road, DUNDEE, DD3 7SW",,,,84C Clepington Road,,DUNDEE,DD3 7SW,9059085279,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"84D Clepington Road, DUNDEE, DD3 7SW",,,,84D Clepington Road,,DUNDEE,DD3 7SW,9059085280,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"86A Clepington Road, DUNDEE, DD3 7SW",,,,86A Clepington Road,,DUNDEE,DD3 7SW,9059085217,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Forbes Newsagents, 94 Clepington Road, DUNDEE, DD3 7SW",Forbes Newsagents,,,94 Clepington Road,,DUNDEE,DD3 7SW,9059085044,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Davidsons Chemist, 92 Clepington Road, DUNDEE, DD3 7SW",Davidsons Chemist,,,92 Clepington Road,,DUNDEE,DD3 7SW,9059085072,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"SHK Investments, 100 Clepington Road, DUNDEE, DD3 7SX",SHK Investments,,,100 Clepington Road,,DUNDEE,DD3 7SX,9059084918,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Clep Bar, 96 - 98 Clepington Road, DUNDEE, DD3 7SW",Clep Bar,,,96 - 98 Clepington Road,,DUNDEE,DD3 7SW,9059085366,C,"Commercial - Retail - Public houses, bars and nightclubs",Approved preferred,Approved,Constructed,Postal
"177H Clepington Road, DUNDEE, DD3 7SN",,,,177H Clepington Road,,DUNDEE,DD3 7SN,9059085018,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"177D Clepington Road, DUNDEE, DD3 7SN",,,,177D Clepington Road,,DUNDEE,DD3 7SN,9059085023,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"177F Clepington Road, DUNDEE, DD3 7SN",,,,177F Clepington Road,,DUNDEE,DD3 7SN,9059085025,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"177B Clepington Road, DUNDEE, DD3 7SN",,,,177B Clepington Road,,DUNDEE,DD3 7SN,9059085013,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4 Graham Terrace, DUNDEE, DD4 9XB",,,,4 Graham Terrace,,DUNDEE,DD4 9XB,9059049261,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"2 Graham Terrace, DUNDEE, DD4 9XB",,,,2 Graham Terrace,,DUNDEE,DD4 9XB,9059049269,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"1 Graham Wynd, DUNDEE, DD4 9XA",,,,1 Graham Wynd,,DUNDEE,DD4 9XA,9059049233,R,Residential - Dwellings - Semi-detached House,Approved preferred,Approved,Constructed,Postal
"1 Graham Terrace, DUNDEE, DD4 9XB",,,,1 Graham Terrace,,DUNDEE,DD4 9XB,9059049247,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"7 Graham Wynd, DUNDEE, DD4 9XA",,,,7 Graham Wynd,,DUNDEE,DD4 9XA,9059049230,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"3 Graham Wynd, DUNDEE, DD4 9XA",,,,3 Graham Wynd,,DUNDEE,DD4 9XA,9059049228,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"5 Graham Wynd, DUNDEE, DD4 9XA",,,,5 Graham Wynd,,DUNDEE,DD4 9XA,9059049229,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"11 Graham Street, DUNDEE, DD4 9AB",,,,11 Graham Street,,DUNDEE,DD4 9AB,9059010140,R,Residential - Dwellings - Semi-detached House,Approved preferred,Approved,Constructed,Postal
"3 Graham Terrace, DUNDEE, DD4 9XB",,,,3 Graham Terrace,,DUNDEE,DD4 9XB,9059049257,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"23 Graham Terrace, DUNDEE, DD4 9XB",,,,23 Graham Terrace,,DUNDEE,DD4 9XB,9059049266,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"5 Graham Terrace, DUNDEE, DD4 9XB",,,,5 Graham Terrace,,DUNDEE,DD4 9XB,9059049258,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"21 Graham Terrace, DUNDEE, DD4 9XB",,,,21 Graham Terrace,,DUNDEE,DD4 9XB,9059049265,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"19 Graham Terrace, DUNDEE, DD4 9XB",,,,19 Graham Terrace,,DUNDEE,DD4 9XB,9059049255,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"The Redeemed Christian Church Of God House, 13 Graham Street, DUNDEE, DD4 9AB",,,The Redeemed Christian Church Of God House,13 Graham Street,,DUNDEE,DD4 9AB,9059010147,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"17 Graham Terrace, DUNDEE, DD4 9XB",,,,17 Graham Terrace,,DUNDEE,DD4 9XB,9059049254,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"7 Graham Terrace, DUNDEE, DD4 9XB",,,,7 Graham Terrace,,DUNDEE,DD4 9XB,9059049259,R,Residential - Dwellings - Semi-detached House,Approved preferred,Approved,Constructed,Postal
"15 Graham Terrace, DUNDEE, DD4 9XB",,,,15 Graham Terrace,,DUNDEE,DD4 9XB,9059049253,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"9 Graham Terrace, DUNDEE, DD4 9XB",,,,9 Graham Terrace,,DUNDEE,DD4 9XB,9059049260,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"The Redeemed Christian Church Of God, Graham Street, DUNDEE, DD4 9AB",,,The Redeemed Christian Church Of God,Graham Street,,DUNDEE,DD4 9AB,9059085001,Z,Objects of Interest - Places of Worship,Approved preferred,Approved,Constructed,Postal
"11 Graham Terrace, DUNDEE, DD4 9XB",,,,11 Graham Terrace,,DUNDEE,DD4 9XB,9059049252,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"3A Corbie Wood, DUNDEE, DD4 9RQ",,,,3A Corbie Wood,,DUNDEE,DD4 9RQ,9059102150,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"2B Corbie Wood, DUNDEE, DD4 9RQ",,,,2B Corbie Wood,,DUNDEE,DD4 9RQ,9059102149,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"2A Corbie Wood, DUNDEE, DD4 9RQ",,,,2A Corbie Wood,,DUNDEE,DD4 9RQ,9059102148,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"1 Corbie Wood, DUNDEE, DD4 9RQ",,,,1 Corbie Wood,,DUNDEE,DD4 9RQ,9059094184,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"27 Woodside Terrace, DUNDEE, DD4 9AR",,,,27 Woodside Terrace,,DUNDEE,DD4 9AR,9059060382,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"25 Woodside Terrace, DUNDEE, DD4 9AR",,,,25 Woodside Terrace,,DUNDEE,DD4 9AR,9059060386,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"23 Woodside Terrace, DUNDEE, DD4 9AR",,,,23 Woodside Terrace,,DUNDEE,DD4 9AR,9059019276,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"21 Woodside Terrace, DUNDEE, DD4 9AR",,,,21 Woodside Terrace,,DUNDEE,DD4 9AR,9059050680,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"19 Woodside Terrace, DUNDEE, DD4 9AR",,,,19 Woodside Terrace,,DUNDEE,DD4 9AR,9059020133,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"17 Woodside Terrace, DUNDEE, DD4 9AR",,,,17 Woodside Terrace,,DUNDEE,DD4 9AR,9059020136,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"13 Woodside Terrace, DUNDEE, DD4 9AR",,,,13 Woodside Terrace,,DUNDEE,DD4 9AR,9059009806,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"15 Woodside Terrace, DUNDEE, DD4 9AR",,,,15 Woodside Terrace,,DUNDEE,DD4 9AR,9059009808,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"15 Graham Street, DUNDEE, DD4 9AB",,,,15 Graham Street,,DUNDEE,DD4 9AB,9059026541,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"181B Clepington Road, DUNDEE, DD3 7SN",,,,181B Clepington Road,,DUNDEE,DD3 7SN,9059085014,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
