ADDRESS,ORGANISATION,AddressLine2,AddressLine3,AddressLine4,LOCALITY_NAME,TOWN_NAME,POSTCODE,UPRN,CLASSIFICATION,TERTIARY_CLASS_DESC,LPI_LOGICAL_STATUS,BLPU_LOGICAL_STATUS,BLPU_STATE_STRING,NON_POSTAL
"3/2, 161 Clepington Road, DUNDEE, DD3 7SN",, 3/2,,161 Clepington Road,,DUNDEE,DD3 7SN,9059085509,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 159 Clepington Road, DUNDEE, DD3 7SN",, G/1,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085505,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 159 Clepington Road, DUNDEE, DD3 7SN",, 2/2,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085513,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 159 Clepington Road, DUNDEE, DD3 7SN",, 3/1,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085514,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 159 Clepington Road, DUNDEE, DD3 7SN",, 3/2,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085515,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 159 Clepington Road, DUNDEE, DD3 7SN",, G/2,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085517,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 159 Clepington Road, DUNDEE, DD3 7SN",, 1/1,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085518,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 159 Clepington Road, DUNDEE, DD3 7SN",, 1/2,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085519,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 159 Clepington Road, DUNDEE, DD3 7SN",, 2/1,,159 Clepington Road,,DUNDEE,DD3 7SN,9059085520,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 157 Clepington Road, DUNDEE, DD3 7SN",, 3/2,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085522,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 157 Clepington Road, DUNDEE, DD3 7SN",, 1/1,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085523,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 157 Clepington Road, DUNDEE, DD3 7SN",, 1/2,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085524,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 157 Clepington Road, DUNDEE, DD3 7SN",, 2/1,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085525,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 157 Clepington Road, DUNDEE, DD3 7SN",, 2/2,,157 Clepington Road,,DUNDEE,DD3 7SN,9059085526,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"17 Woodlands Terrace, DUNDEE, DD4 9BD",,,,17 Woodlands Terrace,,DUNDEE,DD4 9BD,9059021715,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"19 Woodlands Terrace, DUNDEE, DD4 9BD",,,,19 Woodlands Terrace,,DUNDEE,DD4 9BD,9059021716,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"13 Woodlands Terrace, DUNDEE, DD4 9BD",,,,13 Woodlands Terrace,,DUNDEE,DD4 9BD,9059001321,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"15 Woodlands Terrace, DUNDEE, DD4 9BD",,,,15 Woodlands Terrace,,DUNDEE,DD4 9BD,9059001323,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"9 Woodlands Terrace, DUNDEE, DD4 9BD",,,,9 Woodlands Terrace,,DUNDEE,DD4 9BD,9059043397,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"11 Woodlands Terrace, DUNDEE, DD4 9BD",,,,11 Woodlands Terrace,,DUNDEE,DD4 9BD,9059043399,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"7 Woodlands Terrace, DUNDEE, DD4 9BD",,,,7 Woodlands Terrace,,DUNDEE,DD4 9BD,9059027597,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5 Woodlands Terrace, DUNDEE, DD4 9BD",,,,5 Woodlands Terrace,,DUNDEE,DD4 9BD,9059027599,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"14 Woodlands Terrace, DUNDEE, DD4 9BE",,,,14 Woodlands Terrace,,DUNDEE,DD4 9BE,9059066221,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"16 Woodlands Terrace, DUNDEE, DD4 9BE",,,,16 Woodlands Terrace,,DUNDEE,DD4 9BE,9059066218,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"10 Woodlands Terrace, DUNDEE, DD4 9BE",,,,10 Woodlands Terrace,,DUNDEE,DD4 9BE,9059030674,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"12 Woodlands Terrace, DUNDEE, DD4 9BE",,,,12 Woodlands Terrace,,DUNDEE,DD4 9BE,9059030669,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"6 Woodlands Terrace, DUNDEE, DD4 9BE",,,,6 Woodlands Terrace,,DUNDEE,DD4 9BE,9059020694,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"8 Woodlands Terrace, DUNDEE, DD4 9BE",,,,8 Woodlands Terrace,,DUNDEE,DD4 9BE,9059020589,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2 Woodlands Terrace, DUNDEE, DD4 9BE",,,,2 Woodlands Terrace,,DUNDEE,DD4 9BE,9059068056,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4 Woodlands Terrace, DUNDEE, DD4 9BE",,,,4 Woodlands Terrace,,DUNDEE,DD4 9BE,9059068057,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"37B Graham Street, DUNDEE, DD4 9BG",,,,37B Graham Street,,DUNDEE,DD4 9BG,9059004531,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"37C Graham Street, DUNDEE, DD4 9BG",,,,37C Graham Street,,DUNDEE,DD4 9BG,9059004532,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"37A Graham Street, DUNDEE, DD4 9BG",,,,37A Graham Street,,DUNDEE,DD4 9BG,9059036620,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5B Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,5B Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034820,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5C Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,5C Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034830,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5D Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,5D Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034831,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5A Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,5A Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059040473,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3A Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,3A Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059005144,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3B Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,3B Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034821,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3C Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,3C Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034823,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3D Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,3D Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034824,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1A Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,1A Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059005484,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1B Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,1B Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034816,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1C Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,1C Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034817,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1D Kerrsview Terrace, DUNDEE, DD4 9BQ",,,,1D Kerrsview Terrace,,DUNDEE,DD4 9BQ,9059034818,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4A Kerrsview Terrace, DUNDEE, DD4 9BH",,,,4A Kerrsview Terrace,,DUNDEE,DD4 9BH,9059049316,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4B Kerrsview Terrace, DUNDEE, DD4 9BH",,,,4B Kerrsview Terrace,,DUNDEE,DD4 9BH,9059042797,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4C Kerrsview Terrace, DUNDEE, DD4 9BH",,,,4C Kerrsview Terrace,,DUNDEE,DD4 9BH,9059042798,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4D Kerrsview Terrace, DUNDEE, DD4 9BH",,,,4D Kerrsview Terrace,,DUNDEE,DD4 9BH,9059042799,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2A Kerrsview Terrace, DUNDEE, DD4 9BH",,,,2A Kerrsview Terrace,,DUNDEE,DD4 9BH,9059054712,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2B Kerrsview Terrace, DUNDEE, DD4 9BH",,,,2B Kerrsview Terrace,,DUNDEE,DD4 9BH,9059042818,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2C Kerrsview Terrace, DUNDEE, DD4 9BH",,,,2C Kerrsview Terrace,,DUNDEE,DD4 9BH,9059042820,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2D Kerrsview Terrace, DUNDEE, DD4 9BH",,,,2D Kerrsview Terrace,,DUNDEE,DD4 9BH,9059042826,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"39B Graham Street, DUNDEE, DD4 9BG",,,,39B Graham Street,,DUNDEE,DD4 9BG,9059004527,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"39C Graham Street, DUNDEE, DD4 9BG",,,,39C Graham Street,,DUNDEE,DD4 9BG,9059004528,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"39D Graham Street, DUNDEE, DD4 9BG",,,,39D Graham Street,,DUNDEE,DD4 9BG,9059004530,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1 Granton Terrace, DUNDEE, DD4 9AJ",,,,1 Granton Terrace,,DUNDEE,DD4 9AJ,9059048737,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"2 Granton Terrace, DUNDEE, DD4 9AJ",,,,2 Granton Terrace,,DUNDEE,DD4 9AJ,9059054185,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"100 Kingsway, DUNDEE, DD4 9AN",,,,100 Kingsway,,DUNDEE,DD4 9AN,9059013113,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"3 Granton Terrace, DUNDEE, DD4 9AJ",,,,3 Granton Terrace,,DUNDEE,DD4 9AJ,9059054247,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"4 Granton Terrace, DUNDEE, DD4 9AJ",,,,4 Granton Terrace,,DUNDEE,DD4 9AJ,9059029940,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"8 Granton Terrace, DUNDEE, DD4 9AJ",,,,8 Granton Terrace,,DUNDEE,DD4 9AJ,9059015023,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"4A Barnes Avenue, DUNDEE, DD4 9AF",,,,4A Barnes Avenue,,DUNDEE,DD4 9AF,9059023833,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"8 Graham Street, DUNDEE, DD4 9AD",,,,8 Graham Street,,DUNDEE,DD4 9AD,9059011685,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"27 Graham Street, DUNDEE, DD4 9AH",,,,27 Graham Street,,DUNDEE,DD4 9AH,9059061200,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"25 Graham Street, DUNDEE, DD4 9AH",,,,25 Graham Street,,DUNDEE,DD4 9AH,9059061202,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4 Woodside Terrace, DUNDEE, DD4 9AS",,,,4 Woodside Terrace,,DUNDEE,DD4 9AS,9059066526,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"7 Woodside Terrace, DUNDEE, DD4 9AR",,,,7 Woodside Terrace,,DUNDEE,DD4 9AR,9059056956,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5 Woodside Terrace, DUNDEE, DD4 9AR",,,,5 Woodside Terrace,,DUNDEE,DD4 9AR,9059056959,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"6 Woodside Terrace, DUNDEE, DD4 9AS",,,,6 Woodside Terrace,,DUNDEE,DD4 9AS,9059013952,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"8 Woodside Terrace, DUNDEE, DD4 9AS",,,,8 Woodside Terrace,,DUNDEE,DD4 9AS,9059013954,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"9 Woodside Terrace, DUNDEE, DD4 9AR",,,,9 Woodside Terrace,,DUNDEE,DD4 9AR,9059061953,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"11 Woodside Terrace, DUNDEE, DD4 9AR",,,,11 Woodside Terrace,,DUNDEE,DD4 9AR,9059061955,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"10 Woodside Terrace, DUNDEE, DD4 9AS",,,,10 Woodside Terrace,,DUNDEE,DD4 9AS,9059024103,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"12 Woodside Terrace, DUNDEE, DD4 9AS",,,,12 Woodside Terrace,,DUNDEE,DD4 9AS,9059024108,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"16 Woodside Terrace, DUNDEE, DD4 9AS",,,,16 Woodside Terrace,,DUNDEE,DD4 9AS,9059049311,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"14 Woodside Terrace, DUNDEE, DD4 9AS",,,,14 Woodside Terrace,,DUNDEE,DD4 9AS,9059049315,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"18 Woodside Terrace, DUNDEE, DD4 9AS",,,,18 Woodside Terrace,,DUNDEE,DD4 9AS,9059012846,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"20 Woodside Terrace, DUNDEE, DD4 9AS",,,,20 Woodside Terrace,,DUNDEE,DD4 9AS,9059012850,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"17 Granton Terrace, DUNDEE, DD4 9AJ",,,,17 Granton Terrace,,DUNDEE,DD4 9AJ,9059052260,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"12 Granton Terrace, DUNDEE, DD4 9AJ",,,,12 Granton Terrace,,DUNDEE,DD4 9AJ,9059014225,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"11 Granton Terrace, DUNDEE, DD4 9AJ",,,,11 Granton Terrace,,DUNDEE,DD4 9AJ,9059019694,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"10 Granton Terrace, DUNDEE, DD4 9AJ",,,,10 Granton Terrace,,DUNDEE,DD4 9AJ,9059030226,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"9 Granton Terrace, DUNDEE, DD4 9AJ",,,,9 Granton Terrace,,DUNDEE,DD4 9AJ,9059036077,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"5 Granton Terrace, DUNDEE, DD4 9AJ",,,,5 Granton Terrace,,DUNDEE,DD4 9AJ,9059026498,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"6 Granton Terrace, DUNDEE, DD4 9AJ",,,,6 Granton Terrace,,DUNDEE,DD4 9AJ,9059080277,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"7 Granton Terrace, DUNDEE, DD4 9AJ",,,,7 Granton Terrace,,DUNDEE,DD4 9AJ,9059009335,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"10C Barnes Avenue, DUNDEE, DD4 9AF",,,,10C Barnes Avenue,,DUNDEE,DD4 9AF,9059011076,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"9B Barnes Avenue, DUNDEE, DD4 9AE",,,,9B Barnes Avenue,,DUNDEE,DD4 9AE,9059055176,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"9C Barnes Avenue, DUNDEE, DD4 9AE",,,,9C Barnes Avenue,,DUNDEE,DD4 9AE,9059055177,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"9D Barnes Avenue, DUNDEE, DD4 9AE",,,,9D Barnes Avenue,,DUNDEE,DD4 9AE,9059055178,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"9A Barnes Avenue, DUNDEE, DD4 9AE",,,,9A Barnes Avenue,,DUNDEE,DD4 9AE,9059055081,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"7B Barnes Avenue, DUNDEE, DD4 9AE",,,,7B Barnes Avenue,,DUNDEE,DD4 9AE,9059059080,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"7C Barnes Avenue, DUNDEE, DD4 9AE",,,,7C Barnes Avenue,,DUNDEE,DD4 9AE,9059059081,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"7D Barnes Avenue, DUNDEE, DD4 9AE",,,,7D Barnes Avenue,,DUNDEE,DD4 9AE,9059059082,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5A Barnes Avenue, DUNDEE, DD4 9AE",,,,5A Barnes Avenue,,DUNDEE,DD4 9AE,9059002864,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5B Barnes Avenue, DUNDEE, DD4 9AE",,,,5B Barnes Avenue,,DUNDEE,DD4 9AE,9059002917,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5C Barnes Avenue, DUNDEE, DD4 9AE",,,,5C Barnes Avenue,,DUNDEE,DD4 9AE,9059002918,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"5D Barnes Avenue, DUNDEE, DD4 9AE",,,,5D Barnes Avenue,,DUNDEE,DD4 9AE,9059002920,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3A Barnes Avenue, DUNDEE, DD4 9AE",,,,3A Barnes Avenue,,DUNDEE,DD4 9AE,9059042587,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"3 Barnes Avenue, DUNDEE, DD4 9AE",,,,3 Barnes Avenue,,DUNDEE,DD4 9AE,9059042586,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"1A Barnes Avenue, DUNDEE, DD4 9AE",,,,1A Barnes Avenue,,DUNDEE,DD4 9AE,9059057562,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"1 Barnes Avenue, DUNDEE, DD4 9AE",,,,1 Barnes Avenue,,DUNDEE,DD4 9AE,9059057551,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"18 Graham Street, DUNDEE, DD4 9AH",,,,18 Graham Street,,DUNDEE,DD4 9AH,9059007387,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"29 Graham Street, DUNDEE, DD4 9AH",,,,29 Graham Street,,DUNDEE,DD4 9AH,9059007730,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"31 Graham Street, DUNDEE, DD4 9AH",,,,31 Graham Street,,DUNDEE,DD4 9AH,9059007732,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1 Woodlands Terrace, DUNDEE, DD4 9BD",,,,1 Woodlands Terrace,,DUNDEE,DD4 9BD,9059023251,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3 Woodlands Terrace, DUNDEE, DD4 9BD",,,,3 Woodlands Terrace,,DUNDEE,DD4 9BD,9059023255,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"37D Graham Street, DUNDEE, DD4 9BG",,,,37D Graham Street,,DUNDEE,DD4 9BG,9059004533,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 189 Clepington Road, DUNDEE, DD3 7TA",, 3/1,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085400,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 189 Clepington Road, DUNDEE, DD3 7TA",, 3/2,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085401,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 189 Clepington Road, DUNDEE, DD3 7TA",, 1/1,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085403,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 189 Clepington Road, DUNDEE, DD3 7TA",, 2/1,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085405,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Greenlaw Place, 199 Clepington Road, DUNDEE, DD3 7TA",,,Greenlaw Place,199 Clepington Road,,DUNDEE,DD3 7TA,9059058179,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, Greenlaw Place, 201 Clepington Road, DUNDEE, DD3 7TA",, 1/1,Greenlaw Place,201 Clepington Road,,DUNDEE,DD3 7TA,9059079605,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, Greenlaw Place, 201 Clepington Road, DUNDEE, DD3 7TA",, 1/2,Greenlaw Place,201 Clepington Road,,DUNDEE,DD3 7TA,9059079606,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"L/1/1, Greenlaw Place, 201 Clepington Road, DUNDEE, DD3 7TA",, L/1/1,Greenlaw Place,201 Clepington Road,,DUNDEE,DD3 7TA,9059079608,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Cowgate Motors, 203 Clepington Road, DUNDEE, DD3 7TA",Cowgate Motors,,,203 Clepington Road,,DUNDEE,DD3 7TA,9059085272,C,Commercial - Industrial - Workshops and light industrial,Approved preferred,Approved,Constructed,Postal
"1A Graham Street, DUNDEE, DD4 9AB",,,,1A Graham Street,,DUNDEE,DD4 9AB,9059066484,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"9 Balgray Terrace, DUNDEE, DD3 7DS",,,,9 Balgray Terrace,,DUNDEE,DD3 7DS,9059106508,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"Scotia Forecourt Services Ltd, Unit 12, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Scotia Forecourt Services Ltd,Unit 12,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059102548,C,Commercial - Industrial - Workshops and light industrial,Approved preferred,Approved,Constructed,Postal
"Icon Signs Ltd, Unit 13, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Icon Signs Ltd,Unit 13,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059102529,C,Commercial - Industrial - Workshops and light industrial,Approved preferred,Approved,Constructed,Postal
